game_id,time,human_id,ai_id,condition,difficulty,confidence,comments,game,round,human_action,human_rt,ai_action,ai_rt,winner
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,23,fire,513,grass,2470.13118,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,24,grass,235,water,2432.523109,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,25,water,132,fire,1243.41583,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,26,fire,414,grass,628.8732055,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,27,grass,724,water,2556.379189,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,28,water,647,fire,2042.521404,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,29,fire,486,grass,2038.209692,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,30,grass,93,water,631.2386602,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,31,water,409,fire,2347.986009,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,32,fire,107,grass,958.8248133,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,33,grass,1996,water,2729.200575,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,34,water,108,fire,2751.303569,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,35,fire,160,grass,1511.822415,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,36,grass,711,grass,1000.020481,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,37,grass,5429,water,1530.175719,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,38,water,603,fire,1478.960784,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,39,fire,526,grass,2069.05421,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,40,grass,680,water,1299.769599,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,41,water,828,fire,1100.537625,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,42,fire,844,grass,1918.722235,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,43,grass,661,water,1635.597348,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,44,water,676,fire,621.9018871,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,45,fire,1649,grass,1573.958568,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,46,grass,828,water,1415.841843,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,47,water,591,fire,1815.744437,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,48,fire,577,grass,2912.465036,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,49,grass,1231,water,867.5611846,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,fwg,50,water,734,fire,2269.914937,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,1,one,3838,five,2335.954482,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,2,two,1360,four,559.9539967,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,3,four,5701,one,1749.569014,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,4,three,6721,three,812.3156221,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,5,one,5089,two,1590.928825,ai
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,6,five,5928,four,2001.25677,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,7,one,3814,one,2642.00439,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,8,three,4631,three,790.292254,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,9,five,3390,five,1690.714417,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,10,two,2604,two,1939.926425,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,11,four,1118,four,2623.538848,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,12,five,2036,one,753.8232496,ai
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,13,four,5780,three,561.6666094,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,14,one,1975,five,2286.552583,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,15,three,7206,five,1516.323697,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,16,four,3008,two,2301.097399,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,17,two,6726,four,1403.397792,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,18,two,4361,one,2638.119452,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,19,four,1474,one,2513.94082,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,20,four,5112,three,1208.151112,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,21,two,5724,five,1056.234173,tie
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,22,three,2694,two,2170.085387,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,23,five,1408,four,1388.084877,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,24,two,3066,one,1286.105337,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,25,four,1999,three,1279.671069,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,26,one,1411,five,2513.748694,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,27,three,1082,two,1852.121189,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,28,five,722,four,2610.864765,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,29,two,972,one,2551.203326,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,30,four,458,three,1170.193524,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,31,one,960,five,2370.377936,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,32,three,47,two,514.0217594,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,33,five,144,four,2951.846136,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,34,two,1312,one,1463.076706,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,35,four,409,three,1369.76557,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,36,one,1928,five,2379.457267,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,37,three,357,two,886.1018928,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,38,five,285,four,1128.775549,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,39,two,78,one,1018.645617,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,40,four,3341,five,733.8574093,ai
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,41,three,2107,two,1066.106633,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,42,five,1197,four,2007.298911,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,43,two,1106,one,1016.287996,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,44,four,523,three,2233.69197,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,45,one,1766,five,1891.723071,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,46,three,374,two,1641.236875,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,47,five,348,four,827.8240741,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,48,two,209,one,2997.906037,human
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,49,four,924,five,669.1262198,ai
245ba85c-8ee4-4491-baf1-9f20c29b8f5c,18/07/2018 15:16,SqFSft5pBSQvCRguAAB4,Ko22hGL0kOrTPdeTAAB5,Level2,75,100,The opponent always picked the same order,numbers,50,three,2049,two,1873.517577,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,1,scissors,4421,rock,1609.24108,ai
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,2,paper,6850,rock,1617.181899,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,3,paper,4004,scissors,1742.086944,ai
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,4,scissors,2035,scissors,997.6752544,tie
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,5,rock,2327,rock,2678.524752,tie
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,6,scissors,2747,paper,883.8399937,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,7,rock,6352,rock,1880.771703,tie
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,8,scissors,4997,paper,2530.94455,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,9,paper,4526,rock,2167.034259,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,10,rock,7249,scissors,2337.751101,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,11,scissors,3192,paper,1553.667734,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,12,paper,2479,rock,1402.326341,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,13,rock,1937,scissors,2664.695608,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,14,scissors,2017,paper,995.8906622,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,15,paper,2190,rock,1312.731032,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,16,rock,2292,scissors,1700.300218,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,17,scissors,2481,paper,508.9663482,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,18,paper,2023,rock,2791.26087,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,19,rock,1334,scissors,909.3088581,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,20,scissors,1662,paper,2483.673751,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,21,paper,900,rock,599.1440325,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,22,rock,691,scissors,2700.360311,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,23,scissors,1347,paper,2211.277289,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,24,paper,884,rock,1267.318883,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,25,rock,723,scissors,2943.471468,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,26,scissors,1160,paper,2163.975455,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,27,paper,1450,rock,2838.038168,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,28,rock,1134,scissors,613.9953071,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,29,scissors,1373,paper,1978.538288,human
25ebd533-e7b4-4a1d-9595-ee2b9e63a98e,18/07/2018 12:29,OMboMzdFXCbIT4xIAABY,HItiiwKP_xxrR7dhAABZ,Level1,35,67,in the first two there was a set pattern of what he picked. In the last one he always picked the next number up from the card i played the previous round,rps,30,paper,895,rock,1741.951957,human
